Question,Answer
"Is there anyway to upgrade the U100 Sandisk SSD firmware? The SanDisk Utility shows up as no available update, but the performance is *terrible*!","I do not know. This is not a work horse. Light web surfing eg. YouTube, Gplus, word possessing and maybe watching a movie on Plex, That's it."
touchpad,Acceptable. It's no Apple touchpad but it's on par with other Windows Ultrabooks and seems reasonable for the pricepoint.
Can you manually upgrade the RAM or is it how it is when it's bought?,"You cannot, the RAM and SDD are soldered onto the motherboard"
does this model have touchscreen,"No, it does not."
Has the keyboard had on-and-off problems. Sometimes a few keys just don't work?,"I have been using one of these all day, every day, and have never experienced this. The original zenbooks from 2011 had a lot of keyboard problems."
Does this have an SD card slot?,"yes, it does."
"Tien (Asus ""Customer Loyalty) - Why does Asus not remove this product until the MANY issues are resolved? Also, warranty support is POOR!!",I agree. I bought it in USA but I am from Argentina. I could use it five times only and then It has never started again. The warranty is only in USA.
isn't it 1.9GHz? http://www.cpu-world.com/CPUs/Core_i7...,"It does appear that according to multiple places (including intel - http://intel.ly/NkDugp), it is indeed a 1.9ghz processor."
Does anyone else have a problem with the screen brightness auto adjusting up and down for no reason when on battery?,"Windows 8. Issue resolved for Auto-Brightness a) Press Windows Key + X, click on Control Panel. b) Click on Power Options, Click on Change Plan settings under ""Preferred Plans"" c) Click on ""Change Advanced Power Settings"". d) Select the Balanced Active option from the dropdown menu. e) Expand Display, Click on Enable Adaptive Brightness. f) Put the settings as OFF. g) Press Apply and OK. h) Restart your computer."
Are there and versions with 3d generation prosessors and with screen resolution 1600x900?,"The zenbook x31a ships with the I7 Ivy Bridge processor (i.e. 3rd gen). Screen resolution is 1920x1080. This may mean text is a bit small for your liking (as it was for me) you can increase default font sizes in applications easy enough. For example I view pages in Chrome at 110% rather than 100%. Dont change the screen resolution (via the control panel). Keep the default and simply modify settings in individual applications. This will provide you with a clear display. Dumbing down the resolution makes things chunky. Regards, Patrick"
What's the available space on the HDD after Windows 7 &amp; ASUS Software?,Out of the box only 72.4GB of the 128GB SDD are free. (from a review on this product page)
Power jack pin got broke after 13 months no clue what to do,Need to know more. Did it break off? or is it lodged in the computer? Is the pin still usable but the wire is broke? Could you be a little more specific? Maybe even upload a pic? Depending on how badly damaged the pin is you might be able to either get a new one from the tech division of Asus (or perhaps repair/solder the old/damaged one.) Go to their home page and try sending them an email. Good luck.
Does anyone have a problem with their letter keys stop working......it is so bad now that I had to buy an external keyboard to get the thing to work?,"I face this problem every 6 months or so ( I've had this piece of crap for 2 years now). Fixing it is easy, follow the instructions here: http://www.ifixit.com/Guide/Unresponsive+Keyboard+Keys/11932"
"Some models have their RAM soldered on, but some of them have SO-DIMM RAM (upgradable), can someone please confirm the case for the DB51 model?","Unfortunately, I can't answer that specific question but I can tell you that this model is one of the most unreliable computers out there. I've had to send mine back for repairs 6 times in 15 months: 3 times for keyboard malfunction and 3 times for battery-failure/heat issues."
Does this product have microsoft office installed on it or a product key for microsoft office?,"No, it only has an unkeyed trial version. It badly needed a new touchpad driver, but otherwise it's a great laptop."
"Do you shipped to spain ? I'm interested, thanks.","No, I was in the US. They seem very reliable anyway!"
Are all units affected by the screen bleed?,"Seems that there is a huge problem with it, the screws holding the screen are too tight as I've read. There are guides on how you solve it,,, but its not your job as a customer to fix a product, and you risk losing your warranty."
Price fluctuations: Is it just me or has the price on this model fluctuated between 1099 and 1149 all day?,placed order for $1099 plus $30 expet ship versus total Amazon $1153 memory is solder to motherboard. ssd is not user upgradable. there is a sticker to void warranty. AMG
"does this computer have the black keys on the keyboard or the grey ones, also mine came with windows 8 and you say windows 7?",It has large black one. I ordered one that had windows 7 on it although it is slightly different than my older version of Windows 7. I got a monitor and separate keyboard and am very happy with it.
I need to buy extended warranty for this product in the US. Asus said I can only buy it from the seller and they don't sell it. Any idea?,Extended warranties are usually not worth their price. If something goes wrong with a computer it will usually happen pretty quickly. If something happens further down the road it is most times a software issue and that won't be covered. Good luck.
